RETURN_ADDRESS_POINTER_REGNUM	SILENT-FLOW	4	 gcc/emit-rtl.cc:853 gcc/emit-rtl.cc:6349 gcc/stmt.cc:238 gcc/varasm.cc:1572
UINT_FAST32_TYPE	SILENT-VALUE	1	 gcc/defaults.h:846
DWARF_REG_TO_UNWIND_COLUMN	SILENT-VALUE	1	 gcc/defaults.h:565
ASM_OUTPUT_SOURCE_FILENAME	SILENT-FLOW	1	 gcc/varasm.cc:8665
LIBHWASAN_EARLY_SPEC	SILENT-VALUE	2	 gcc/gcc.cc:851 gcc/gcc.cc:860
DEBUG_FRAME_SECTION	SILENT-VALUE	1	 gcc/dwarf2out.cc:318
TARGET_OPTF	SILENT-VALUE	1	 gcc/c-family/c-opts.cc:57
HAVE_speculation_barrier	SILENT-FLOW	2	 gcc/targhooks.cc:2896 gcc/targhooks.cc:2920
GCC_TARGET_INSN_H	SILENT-VALUE	1	 gcc/target-insn.h:69
TEXT_SECTION_ASM_OP	SILENT-OTHER	1	 gcc/target-asm-ops.h:85
GOMP_SELF_SPECS	SILENT-VALUE	1	 gcc/gcc.cc:1443
HAVE_IFmode	SILENT-FLOW	1	 gcc/fortran/trans-types.cc:197
STACK_CHECK_STATIC_BUILTIN	SILENT-VALUE	1	 gcc/defaults.h:1784
DWARF_ALT_FRAME_RETURN_COLUMN	SILENT-VALUE	1	 gcc/target-cdata-opt.h:115
BSS_SECTION_ASM_OP	SILENT-OTHER	3	 gcc/target-asm-ops.h:105 gcc/varasm.cc:119 gcc/varasm.cc:499
GCC_STATISTICS	SILENT-VALUE	1	 gcc/statistics.h:21
HAVE_POST_INCREMENT	SILENT-VALUE	1	 gcc/rtl.h:2930
DEBUG_RNGLISTS_SECTION	SILENT-VALUE	1	 gcc/dwarf2out.cc:4198
DEBUG_STR_SECTION	SILENT-VALUE	1	 gcc/dwarf2out.cc:4183
INT64_TYPE	SILENT-VALUE	1	 gcc/defaults.h:770
STANDARD_STARTFILE_PREFIX_1	SILENT-VALUE	1	 gcc/gcc.cc:1712
ENDFILE_SPEC	SILENT-VALUE	1	 gcc/gcc.cc:934
DEBUG_LTO_LINE_SECTION	SILENT-VALUE	1	 gcc/dwarf2out.cc:4143
DEBUG_LTO_MACINFO_SECTION	SILENT-VALUE	1	 gcc/dwarf2out.cc:4119
HAVE_POST_DECREMENT	SILENT-VALUE	1	 gcc/rtl.h:2934
STANDARD_STARTFILE_PREFIX_2	SILENT-VALUE	1	 gcc/gcc.cc:1715
DWARF_GNAT_ENCODINGS_DEFAULT	SILENT-VALUE	1	 gcc/defaults.h:1857
STACK_CHECK_PROTECT	SILENT-VALUE	2	 gcc/defaults.h:1803 gcc/defaults.h:1817
STACK_PARMS_IN_REG_PARM_AREA	SILENT-FLOW	4	 gcc/calls.cc:1605 gcc/calls.cc:4379 gcc/calls.cc:4470 gcc/function.cc:2559
BASE64_ASM_OP	SILENT-FLOW	2	 gcc/varasm.cc:2318 gcc/varasm.cc:8797
ASM_OUTPUT_ALIGNED_LOCAL_P	SILENT-VALUE	1	 gcc/defaults.h:1591
MOVE_RATIO	SILENT-FLOW	1	 gcc/targhooks.cc:2263
MOVE_RATIO	SILENT-OTHER	1	 gcc/defaults.h:1447
SHORT_IMMEDIATES_SIGN_EXTEND	SILENT-VALUE	1	 gcc/defaults.h:1377
INT_FAST64_TYPE	SILENT-VALUE	1	 gcc/defaults.h:834
GCC_VEC_H	SILENT-VALUE	1	 gcc/vec.h:22
CL_Fortran	SILENT-FLOW	2	 gcc/opts.cc:3856 gcc/opts.cc:4083
TARGET_EDOM	SILENT-FLOW	2	 gcc/internal-fn.cc:3681 gcc/internal-fn.cc:4755
TARGET_DEFAULT_PACK_STRUCT	SILENT-VALUE	1	 gcc/defaults.h:948
ATTRIBUTE_UNUSED	SILENT-VALUE	1	 gcc/ada/runtime.h:40
CLASS_MAX_NREGS	SILENT-FLOW	1	 gcc/targhooks.cc:2435
HAVE_PRE_MODIFY_REG	SILENT-VALUE	1	 gcc/rtl.h:2950
BITS_PER_UNIT	SILENT-FLOW	1	 gcc/genmodes.cc:1057
BITS_PER_UNIT	SILENT-VALUE	2	 gcc/multi-target-macros.h:92 gcc/tree.h:5359
AVOID_CCMODE_COPIES	SILENT-FLOW	2	 gcc/gcse.cc:553 gcc/gcse.cc:563
INT_LEAST16_TYPE	SILENT-VALUE	1	 gcc/defaults.h:794
C_COMMON_OVERRIDE_OPTIONS	SILENT-FLOW	1	 gcc/c-family/c-opts.cc:881
SHIFT_COUNT_TRUNCATED	SILENT-VALUE	1	 gcc/defaults.h:1188
FRACT_TYPE_SIZE	SILENT-VALUE	1	 gcc/defaults.h:651
ASM_PN_FORMAT	SILENT-OTHER	1	 gcc/defaults.h:46
LOAD_EXTEND_OP	SILENT-VALUE	1	 gcc/defaults.h:1385
UINT_LEAST8_TYPE	SILENT-VALUE	1	 gcc/defaults.h:806
ASM_OUTPUT_ALIGNED_DECL_LOCAL	SILENT-FLOW	2	 gcc/varasm.cc:2356 gcc/varasm.cc:3004
STATIC_CHAIN_REGNUM	SILENT-VALUE	1	 gcc/target-cdata-opt.h:70
TARGET_EXTRA_PRE_INCLUDES	LOUD-DEF	1	 gcc/incpath.cc:532
TARGET_EXTRA_PRE_INCLUDES	SILENT-VALUE	1	 gcc/incpath.cc:543
hash_map_h	SILENT-VALUE	1	 gcc/hash-map.h:21
UINTPTR_TYPE	SILENT-VALUE	1	 gcc/defaults.h:858
UINT_FAST8_TYPE	SILENT-VALUE	1	 gcc/defaults.h:838
ASM_WEAKEN_LABEL	SILENT-VALUE	3	 gcc/defaults.h:201 gcc/defaults.h:290 gcc/target-def.h:180
SUPPORTS_WEAK	SILENT-OTHER	1	 gcc/defaults.h:289
SUPPORTS_WEAK	SILENT-VALUE	1	 gcc/defaults.h:382
RETURN_ADDR_OFFSET	SILENT-VALUE	1	 gcc/defaults.h:447
DWARF2_UNWIND_INFO	SILENT-VALUE	1	 gcc/defaults.h:403
DWARF2_UNWIND_INFO	SILENT-OTHER	1	 gcc/defaults.h:409
DWARF2_UNWIND_INFO	SILENT-FLOW	4	 gcc/builtins.cc:8485 gcc/c-family/c-cppbuiltin.cc:1680 gcc/common/common-targhooks.cc:42 gcc/toplev.cc:536
CTF_DEBUGGING_INFO	SILENT-FLOW	1	 gcc/toplev.cc:1515
STACK_REGS	LOUD-DECL	1	 gcc/target-regstack.h:27
STACK_REGS	SILENT-VALUE	2	 gcc/target-def.h:232 gcc/target-def.h:245
FIND_BASE_TERM	SILENT-FLOW	2	 gcc/alias.cc:1413 gcc/alias.cc:1926
HAVE_atomic_compare_and_swapqi	SILENT-FLOW	1	 gcc/c-family/c-cppbuiltin.cc:674
ASM_OUTPUT_MAX_SKIP_ALIGN	SILENT-FLOW	3	 gcc/final.cc:2428 gcc/varasm.cc:2164 gcc/varasm.cc:2172
HAVE_cpymemqi	SILENT-VALUE	1	 gcc/defaults.h:1448
HAVE_cpymemqi	SILENT-FLOW	1	 gcc/targhooks.cc:2266
BLOCK_REG_PADDING	SILENT-FLOW	13	 gcc/calls.cc:1238 gcc/calls.cc:1613 gcc/calls.cc:2219 gcc/calls.cc:2323 gcc/calls.cc:4480 gcc/calls.cc:4756 gcc/expr.cc:3026 gcc/expr.cc:3485 gcc/function.cc:2893 gcc/function.cc:3031 gcc/function.cc:3065 gcc/function.cc:3102 gcc/function.cc:3125
ASM_OUTPUT_WEAK_ALIAS	SILENT-OTHER	1	 gcc/defaults.h:200
ASM_OUTPUT_WEAK_ALIAS	SILENT-VALUE	1	 gcc/target-def.h:190
FLOAT_WORDS_BIG_ENDIAN	SILENT-VALUE	2	 gcc/ada/gcc-interface/targtyps.cc:174 gcc/defaults.h:1040
ASM_OUTPUT_SYMVER_DIRECTIVE	SILENT-FLOW	1	 gcc/varasm.cc:6647
DEBUG_MACINFO_SECTION	SILENT-VALUE	1	 gcc/dwarf2out.cc:4116
PCC_BITFIELD_TYPE_MATTERS	SILENT-VALUE	1	 gcc/defaults.h:1300
SIG_ATOMIC_TYPE	SILENT-VALUE	1	 gcc/defaults.h:754
PROFILE_BEFORE_PROLOGUE	SILENT-FLOW	1	 gcc/targhooks.cc:2385
MEMORY_MOVE_COST	SILENT-FLOW	1	 gcc/targhooks.cc:2178
HARD_FRAME_POINTER_IS_ARG_POINTER	SILENT-VALUE	1	 gcc/rtl.h:3950
REG_WORDS_BIG_ENDIAN	SILENT-VALUE	1	 gcc/defaults.h:1044
SHORT_FRACT_TYPE_SIZE	SILENT-VALUE	1	 gcc/defaults.h:647
LEGITIMIZE_RELOAD_ADDRESS	SILENT-FLOW	1	 gcc/reload.cc:5009
LIBGCC_SPEC	SILENT-OTHER	1	 gcc/gcc.cc:916
ATTRIBUTE_ALIGNED_VALUE	SILENT-VALUE	1	 gcc/defaults.h:1277
PUSH_ROUNDING	SILENT-FLOW	1	 gcc/target-frame.h:1086
PUSH_ROUNDING	SILENT-OTHER	1	 gcc/defaults.h:916
INT_FAST32_TYPE	SILENT-VALUE	1	 gcc/defaults.h:830
USE_SELECT_SECTION_FOR_FUNCTIONS	LOUD-DEF	1	 gcc/varasm.cc:529
USE_SELECT_SECTION_FOR_FUNCTIONS	SILENT-FLOW	1	 gcc/varasm.cc:674
STACK_PUSH_CODE	SILENT-OTHER	1	 gcc/defaults.h:1332
MOVE_MAX_PIECES	SILENT-VALUE	1	 gcc/defaults.h:1097
ASM_OUTPUT_INTERNAL_LABEL	SILENT-VALUE	1	 gcc/defaults.h:172
TARGET_MACHO	SILENT-FLOW	1	 gcc/algol68/a68-imports.cc:369
INSN_SETS_ARE_DELAYED	SILENT-VALUE	1	 gcc/defaults.h:1304
LEGITIMATE_PIC_OPERAND_P	SILENT-VALUE	1	 gcc/defaults.h:1192
DWARF_TYPE_SIGNATURE_SIZE	SILENT-VALUE	1	 gcc/defaults.h:594
_STDBOOL_H	SILENT-VALUE	1	 gcc/ginclude/stdbool.h:28
CC1_SPEC	SILENT-VALUE	1	 gcc/gcc.cc:773
USE_GNU_UNIQUE_OBJECT	SILENT-VALUE	1	 gcc/defaults.h:1493
HAVE_atomic_compare_and_swapsi	SILENT-FLOW	2	 gcc/c-family/c-cppbuiltin.cc:699 gcc/tree-profile.cc:1850
HAVE_DFmode	SILENT-FLOW	3	 gcc/targhooks.cc:571 gcc/targhooks.cc:600 gcc/targhooks.cc:663
GLOBAL_ASM_OP	SILENT-OTHER	1	 gcc/target-asm-ops.h:80
GCC_INSN_MODES_H	SILENT-FLOW	1	 gcc/genmodes.cc:2032
HAVE_cpymemsi	SILENT-VALUE	1	 gcc/defaults.h:1448
HAVE_cpymemsi	SILENT-FLOW	1	 gcc/targhooks.cc:2266
ASM_OUTPUT_POOL_PROLOGUE	SILENT-FLOW	1	 gcc/varasm.cc:4804
ADDITIONAL_REGISTER_NAMES	SILENT-FLOW	1	 gcc/varasm.cc:1066
PRINT_OPERAND_ADDRESS	SILENT-FLOW	1	 gcc/targhooks.cc:468
EH_FRAME_THROUGH_COLLECT2	SILENT-FLOW	1	 gcc/dwarf2out.cc:500
UINT_FAST16_TYPE	SILENT-VALUE	1	 gcc/defaults.h:842
OBJECT_FORMAT_ELF	SILENT-VALUE	1	 gcc/target-def.h:38
OBJECT_FORMAT_ELF	SILENT-FLOW	4	 gcc/d/d-target.cc:502 gcc/dwarf2out.cc:11492 gcc/dwarf2out.cc:11510 gcc/varasm.cc:9056
ENABLE_X86_64_MFENTRY	SILENT-VALUE	1	 gcc/defaults.h:464
FENCE_FOLLOWING_MOVNT	SILENT-VALUE	1	 gcc/tree-ssa-loop-prefetch.cc:206
ASM_OUTPUT_EXTERNAL_LIBCALL	SILENT-FLOW	1	 gcc/targhooks.cc:121
CASE_VECTOR_SHORTEN_MODE	SILENT-FLOW	3	 gcc/final.cc:955 gcc/final.cc:1140 gcc/final.cc:1182
ADJUST_INSN_LENGTH	SILENT-FLOW	4	 gcc/final.cc:402 gcc/final.cc:1109 gcc/final.cc:1129 gcc/final.cc:1366
MULTI_TARGET_UNION_MAX_BITS_PER_WORD	SILENT-VALUE	3	 gcc/expmed.h:32 gcc/hard-reg-set.h:63 gcc/lower-subreg.h:28
SIZE_TYPE	SILENT-VALUE	1	 gcc/defaults.h:685
DWARF2_ADDR_SIZE	SILENT-VALUE	1	 gcc/defaults.h:581
ASM_OUTPUT_ALIGNED_LOCAL	SILENT-FLOW	1	 gcc/varasm.cc:3008
CTORS_SECTION_ASM_OP	SILENT-OTHER	1	 gcc/target-asm-ops.h:115
CTORS_SECTION_ASM_OP	SILENT-VALUE	1	 gcc/target-def.h:60
INCOMING_REGNO	SILENT-VALUE	1	 gcc/defaults.h:1180
PREFERRED_STACK_BOUNDARY	SILENT-VALUE	1	 gcc/defaults.h:938
EH_FRAME_SECTION_NAME	SILENT-VALUE	2	 gcc/defaults.h:411 gcc/target-def.h:90
EH_FRAME_SECTION_NAME	SILENT-FLOW	2	 gcc/c-family/c-cppbuiltin.cc:1581 gcc/dwarf2out.cc:490
HAVE_PRE_MODIFY_DISP	SILENT-VALUE	1	 gcc/rtl.h:2946
DRIVER_SELF_SPECS	SILENT-VALUE	1	 gcc/gcc.cc:1437
TARGET_WIN32_TLS	SILENT-FLOW	2	 gcc/attribs.cc:2034 gcc/attribs.cc:2064
TARGET_64BIT	SILENT-FLOW	1	 gcc/ada/gcc-interface/targtyps.cc:226
