ADDITIONAL_REGISTER_NAMES	31	31	1	PRESENCE	MINORITY	1	{ { "eax", AX_REG }, { "edx", DX_REG }, { "ecx", CX_REG }, { "ebx", BX_REG }, { "esi", SI_REG }, { "edi", DI_REG }, { "ebp", BP_REG }, { "esp", SP_REG }, { "rax", AX_REG }, { "rdx", DX_REG }, { "rcx", CX_REG }, { "rbx", BX_REG }, { "rsi", SI_REG }, { "rdi", DI_REG }, { "rbp", BP_REG }, { "rsp", SP_REG }, { "al", AX_REG }, { "dl", DX_REG }, { "cl", CX_REG }, { "bl", BX_REG }, { "sil", SI_REG }, { "dil", DI_REG }, { "bpl", BP_REG }, { "spl", SP_REG }, { "ah", AX_REG }, { "dh", DX_REG }, { "ch", CX_REG }, { "bh", BX_REG }, { "ymm0", XMM0_REG }, { "ymm1", XMM1_REG }, { "ymm2", XMM2_REG }, { "ymm3", XMM3_REG }, { "ymm4", XMM4_REG }, { "ymm5", XMM5_REG }, { "ymm6", XMM6_REG }, { "ymm7", XMM7_REG }, { "ymm8", XMM8_REG }, { "ymm9", XMM9_REG }, { "ymm10", XMM10_REG }, { "ymm11", XMM11_REG }, { "ymm12", XMM12_REG }, { "ymm13", XMM13_REG }, { "ymm14", XMM14_REG }, { "ymm15", XMM15_REG }, { "ymm16", XMM16_REG }, { "ymm17", XMM17_REG }, { "ymm18", XMM18_REG }, { "ymm19", XMM19_REG }, { "ymm20", XMM20_REG }, { "ymm21", XMM21_REG }, { "ymm22", XMM22_REG }, { "ymm23", XMM23_REG }, { "ymm24", XMM24_REG }, { "ymm25", XMM25_REG }, { "ymm26", XMM26_REG }, { "ymm27", XMM27_REG }, { "ymm28", XMM28_REG }, { "ymm29", XMM29_REG }, { "ymm30", XMM30_REG }, { "ymm31", XMM31_REG }, { "zmm0", XMM0_REG }, { "zmm1", XMM1_REG }, { "zmm2", XMM2_REG }, { "zmm3", XMM3_REG }, { "zmm4", XMM4_REG }, { "zmm5", XMM5_REG }, { "zmm6", XMM6_REG }, { "zmm7", XMM7_REG }, { "zmm8", XMM8_REG }, { "zmm9", XMM9_REG }, { "zmm10", XMM10_REG }, { "zmm11", XMM11_REG }, { "zmm12", XMM12_REG }, { "zmm13", XMM13_REG }, { "zmm14", XMM14_REG }, { "zmm15", XMM15_REG }, { "zmm16", XMM16_REG }, { "zmm17", XMM17_REG }, { "zmm18", XMM18_REG }, { "zmm19", XMM19_REG }, { "zmm20", XMM20_REG }, { "zmm21", XMM21_REG }, { "zmm22", XMM22_REG }, { "zmm23", XMM23_REG }, { "zmm24", XMM24_REG }, { "zmm25", XMM25_REG }, { "zmm26", XMM26_REG }, { "zmm27", XMM27_REG }, { "zmm28", XMM28_REG }, { "zmm29", XMM29_REG }, { "zmm30", XMM30_REG }, { "zmm31", XMM31_REG } }	{ R_ALIASES(0), R_ALIASES(1), R_ALIASES(2), R_ALIASES(3), R_ALIASES(4), R_ALIASES(5), R_ALIASES(6), R_ALIASES(7), R_ALIASES(8), R_ALIASES(9), R_ALIASES(10), R_ALIASES(11), R_ALIASES(12), R_ALIASES(13), R_ALIASES(14), R_ALIASES(15), R_ALIASES(16), R_ALIASES(17), R_ALIASES(18), R_ALIASES(19), R_ALIASES(20), R_ALIASES(21), R_ALIASES(22), R_ALIASES(23), R_ALIASES(24), R_ALIASES(25), R_ALIASES(26), R_ALIASES(27), R_ALIASES(28), R_ALIASES(29), R_ALIASES(30), {"wsp", R0_REGNUM + 31}, V_ALIASES(0), V_ALIASES(1), V_ALIASES(2), V_ALIASES(3), V_ALIASES(4), V_ALIASES(5), V_ALIASES(6), V_ALIASES(7), V_ALIASES(8), V_ALIASES(9), V_ALIASES(10), V_ALIASES(11), V_ALIASES(12), V_ALIASES(13), V_ALIASES(14), V_ALIASES(15), V_ALIASES(16), V_ALIASES(17), V_ALIASES(18), V_ALIASES(19), V_ALIASES(20), V_ALIASES(21), V_ALIASES(22), V_ALIASES(23), V_ALIASES(24), V_ALIASES(25), V_ALIASES(26), V_ALIASES(27), V_ALIASES(28), V_ALIASES(29), V_ALIASES(30), V_ALIASES(31), P_ALIASES(0), P_ALIASES(1), P_ALIASES(2), P_ALIASES(3), P_ALIASES(4), P_ALIASES(5), P_ALIASES(6), P_ALIASES(7), P_ALIASES(8), P_ALIASES(9), P_ALIASES(10), P_ALIASES(11), P_ALIASES(12), P_ALIASES(13), P_ALIASES(14), P_ALIASES(15) }
PRINT_OPERAND_ADDRESS	16	10	32	PRESENCE	majority	1	<undefined>	<undefined>
EH_FRAME_THROUGH_COLLECT2	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
UINT_FAST16_TYPE	48	6	3	VALUE	MINORITY	1	"short unsigned int"	(INT_TYPE_SIZE >= 16 ? "unsigned int" : UINT_LEAST16_TYPE)
OBJECT_FORMAT_ELF	44	1	4	PRESENCE	MINORITY	5	<undefined>	
ENABLE_X86_64_MFENTRY	48	1	48	agree	majority	1	0	0
ASM_OUTPUT_EXTERNAL_LIBCALL	41	2	7	PRESENCE	MINORITY	1	<undefined>	(FILE,FUN) (*targetm.asm_out.globalize_label) (FILE, XSTR (FUN, 0))
CASE_VECTOR_SHORTEN_MODE	7	7	41	PRESENCE	majority	3	<undefined>	(min,max,body) ((min < -0x1fff0 || max > 0x1fff0) ? SImode : (min < -0x1f0 || max > 0x1f0) ? HImode : QImode)
ADJUST_INSN_LENGTH	13	13	35	PRESENCE	majority	4	<undefined>	(insn,length) do { if (aarch64_madd_needs_nop (insn)) length += 4; } while (0)
DWARF2_ADDR_SIZE	48	5	41	VALUE	majority	1	((POINTER_SIZE + BITS_PER_UNIT - 1) / BITS_PER_UNIT)	((POINTER_SIZE + BITS_PER_UNIT - 1) / BITS_PER_UNIT)
ASM_OUTPUT_ALIGNED_LOCAL	41	8	7	PRESENCE	MINORITY	1	<undefined>	(FILE,NAME,SIZE,ALIGN) do { fprintf ((FILE), "%s", LOCAL_ASM_OP); assemble_name ((FILE), (NAME)); fprintf ((FILE), "\n"); ASM_OUTPUT_ALIGNED_COMMON (FILE, NAME, SIZE, ALIGN); } while (0)
CTORS_SECTION_ASM_OP	11	8	37	PRESENCE	majority	2	<undefined>	"\t.section\t.init_array,\"aw\",%init_array"
INCOMING_REGNO	48	5	44	VALUE	majority	1	(N) (N)	(N) (N)
PREFERRED_STACK_BOUNDARY	48	1	48	CONVERTED	majority	1	(mt_preferred_stack_boundary ())	(mt_preferred_stack_boundary ())
EH_FRAME_SECTION_NAME	39	2	2	PRESENCE	MINORITY	4	"__TEXT"	".eh_frame"
TARGET_WIN32_TLS	1	1	1	PRESENCE	MINORITY	2	0	<undefined>
INT_LEAST8_TYPE	48	3	8	VALUE	MINORITY	1	"signed char"	(INT8_TYPE ? INT8_TYPE : INT16_TYPE ? INT16_TYPE : INT32_TYPE ? INT32_TYPE : INT64_TYPE ? INT64_TYPE : 0)
MASK_RETURN_ADDR	48	5	44	VALUE	majority	1	NULL_RTX	NULL_RTX
HAVE_HFmode	48	1	48	agree	majority	1		
WCHAR_TYPE	48	1	48	CONVERTED	majority	1	(targetm_cdata.wchar_type)	(targetm_cdata.wchar_type)
TARGET_WEAK_NOT_IN_ARCHIVE_TOC	48	1	48	agree	majority	1	0	0
ASM_NO_SKIP_IN_TEXT	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
TARGET_ASM_NAMED_SECTION	46	4	2	PRESENCE	MINORITY	3	darwin_asm_named_section	default_elf_asm_named_section
HAVE_LD_EH_GC_SECTIONS	48	1	48	agree	majority	1	(targ_caps.ld_eh_gc_sections)	(targ_caps.ld_eh_gc_sections)
HAS_LONG_COND_BRANCH	48	2	2	VALUE	MINORITY	1	1	0
MALLOC_ABI_ALIGNMENT	48	1	48	CONVERTED	majority	1	(targetm_cdata.malloc_abi_alignment)	(targetm_cdata.malloc_abi_alignment)
OFFS_MSGSEND_FAST	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
BRANCH_COST	48	28	1	VALUE	MINORITY	1	(speed_p,predictable_p) (!(speed_p) ? 2 : (predictable_p) ? 0 : ix86_branch_cost)	(SPEED_P,PREDICTABLE_P) (aarch64_branch_cost (SPEED_P, PREDICTABLE_P))
SUPPORTS_INIT_PRIORITY	48	2	3	VALUE	MINORITY	1	0	1
NUM_UNSPECV_VALUES	23	16	1	PRESENCE	MINORITY	5	114	40
HAVE_cpymemdi	7	5	1	PRESENCE	MINORITY	2	(TARGET_64BIT)	1
ASM_OUTPUT_TLS_COMMON	7	1	41	PRESENCE	majority	2	<undefined>	<undefined>
SUPPORTS_SHF_GNU_RETAIN	48	2	7	VALUE	MINORITY	1	0	(targ_caps.gas_shf_gnu_retain)
EH_RETURN_DATA_REGNO	48	29	1	VALUE	MINORITY	3	(N) ((N) <= DX_REG ? (N) : INVALID_REGNUM)	(N) ((N) < 4 ? ((unsigned int) R0_REGNUM + (N)) : INVALID_REGNUM)
__USE_MISC	48	1	48	agree	majority	1	1	1
INIT_SECTION_ASM_OP	5	4	2	PRESENCE	MINORITY	1	""	<undefined>
HARD_REGNO_NREGS_HAS_PADDING	48	2	1	VALUE	MINORITY	1	(REGNO,MODE) (TARGET_128BIT_LONG_DOUBLE && !TARGET_64BIT && GENERAL_REGNO_P (REGNO) && ((MODE) == XFmode || (MODE) == XCmode))	(REGNO,MODE) 0
OUTGOING_REGNO	48	5	44	VALUE	majority	1	(N) (N)	(N) (N)
TARGET_LIB_INT_CMP_BIASED	48	2	47	VALUE	majority	1	(true)	(true)
WINT_TYPE	48	2	4	VALUE	MINORITY	1	"int"	"unsigned int"
EH_TABLES_CAN_BE_READ_ONLY	48	1	48	agree	majority	1	(targ_caps.ld_ro_rw_section_mixing)	(targ_caps.ld_ro_rw_section_mixing)
GCC_DEFAULTS_H	48	1	48	agree	majority	1		
CPLUSPLUS_CPP_SPEC	22	3	15	PRESENCE	MINORITY	1	CPP_SPEC	<undefined>
TRAMPOLINE_SECTION	1	1	47	PRESENCE	majority	1	<undefined>	text_section
ASM_WEAKEN_DECL	3	2	2	PRESENCE	MINORITY	2	(FILE,DECL,NAME,ALIAS) do { if (ALIAS) { warning (0, "alias definitions not supported in Mach-O; ignored"); break; } if (! DECL_EXTERNAL (DECL) && TREE_PUBLIC (DECL)) targetm.asm_out.globalize_label (FILE, NAME); if (DECL_EXTERNAL (DECL)) fputs ("\t.weak_reference ", FILE); else if (lookup_attribute ("weak_import", DECL_ATTRIBUTES (DECL))) break; else if (TREE_PUBLIC (DECL)) fputs ("\t.weak_definition ", FILE); else break; assemble_name (FILE, NAME); fputc ('\n', FILE); } while (0)	<undefined>
SECONDARY_RELOAD_CLASS	6	6	42	PRESENCE	majority	1	<undefined>	<undefined>
INT16_TYPE	48	3	10	VALUE	MINORITY	1	"short int"	(SHORT_TYPE_SIZE == 16 ? "short int" : INT_TYPE_SIZE == 16 ? "int" : CHAR_TYPE_SIZE == 16 ? "signed char" : 0)
MAX_BITSIZE_MODE_ANY_INT	48	1	48	agree	majority	2	512	512
AS_NEEDS_DASH_FOR_PIPED_INPUT	2	1	2	PRESENCE	MINORITY	2		<undefined>
TARGET_PTRMEMFUNC_VBIT_LOCATION	48	4	1	VALUE	MINORITY	1	ptrmemfunc_vbit_in_pfn	ptrmemfunc_vbit_in_delta
INTMAX_TYPE	48	1	48	agree	majority	1	((INT_TYPE_SIZE == LONG_LONG_TYPE_SIZE) ? "int" : ((LONG_TYPE_SIZE == LONG_LONG_TYPE_SIZE) ? "long int" : "long long int"))	((INT_TYPE_SIZE == LONG_LONG_TYPE_SIZE) ? "int" : ((LONG_TYPE_SIZE == LONG_LONG_TYPE_SIZE) ? "long int" : "long long int"))
EH_RETURN_HANDLER_RTX	48	14	33	VALUE	majority	1	NULL	gen_rtx_REG (Pmode, R6_REGNUM)
TRAMPOLINE_ALIGNMENT	48	12	12	VALUE	MINORITY	1	FUNCTION_ALIGNMENT (FUNCTION_BOUNDARY)	64
ASM_OUTPUT_FUNCTION_LABEL	48	3	1	VALUE	MINORITY	1	(FILE,NAME,DECL) ix86_asm_output_function_label ((FILE), (NAME), (DECL))	(FILE,NAME,DECL) assemble_function_label_raw ((FILE), (NAME))
NO_DOLLAR_IN_LABEL	41	1	7	PRESENCE	MINORITY	8	<undefined>	
OPTIONS_H_INCLUDED	48	1	48	agree	majority	2		
IFUNC_ASM_TYPE	48	1	48	agree	majority	1	"gnu_indirect_function"	"gnu_indirect_function"
DEFAULT_USE_CXA_ATEXIT	48	1	48	agree	majority	1	0	0
POINTER_SIZE_UNITS	48	1	48	agree	majority	1	((POINTER_SIZE + BITS_PER_UNIT - 1) / BITS_PER_UNIT)	((POINTER_SIZE + BITS_PER_UNIT - 1) / BITS_PER_UNIT)
INT_FAST16_TYPE	48	6	3	VALUE	MINORITY	1	"short int"	(INT_TYPE_SIZE >= 16 ? "int" : INT_LEAST16_TYPE)
OFFS_ASSIGNIVAR_FAST	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
ASM_OUTPUT_DWARF_DELTA	3	2	2	PRESENCE	MINORITY	1	(FILE,SIZE,LABEL1,LABEL2) darwin_asm_output_dwarf_delta (FILE, SIZE, LABEL1, LABEL2, 0)	<undefined>
INCOMING_STACK_BOUNDARY	48	1	48	CONVERTED	majority	1	(mt_incoming_stack_boundary ())	(mt_incoming_stack_boundary ())
TYPE_OPERAND_FMT	42	3	6	PRESENCE	MINORITY	1	<undefined>	"%%%s"
MAIN_STACK_BOUNDARY	1	1	1	PRESENCE	MINORITY	1	128	<undefined>
DEFAULT_PCC_STRUCT_RETURN	48	3	30	VALUE	majority	1	0	0
DWARF2_DEBUGGING_INFO	46	2	44	PRESENCE	majority	9	1	1
EXTRA_SPECS	18	18	1	PRESENCE	MINORITY	3	{ "cc1_cpu", CC1_CPU_SPEC }, SUBTARGET_EXTRA_SPECS	{ "asm_cpu_spec", ASM_CPU_SPEC }
PIC_OFFSET_TABLE_REG_CALL_CLOBBERED	48	3	44	VALUE	majority	1	0	0
PC_REGNUM	5	5	43	PRESENCE	majority	1	<undefined>	<undefined>
ASM_FORMAT_PRIVATE_NAME	48	3	46	VALUE	majority	1	(OUTPUT,NAME,LABELNO) do { const char *const name_ = (NAME); char *const output_ = (OUTPUT) = (char *) alloca (strlen (name_) + 32); sprintf (output_, ASM_PN_FORMAT, name_, (unsigned long)(LABELNO)); } while (0)	(OUTPUT,NAME,LABELNO) do { const char *const name_ = (NAME); char *const output_ = (OUTPUT) = (char *) alloca (strlen (name_) + 32); sprintf (output_, ASM_PN_FORMAT, name_, (unsigned long)(LABELNO)); } while (0)
LONG_LONG_ACCUM_TYPE_SIZE	48	3	44	VALUE	majority	1	(LONG_LONG_FRACT_TYPE_SIZE * 2)	(LONG_LONG_FRACT_TYPE_SIZE * 2)
USER_LABEL_PREFIX	48	2	12	VALUE	MINORITY	1	"_"	""
HAVE_NEWLIB_NANO_FORMATTED_IO	48	1	48	agree	majority	1	0	0
MAX_BITS_PER_WORD_FROM_BITS_PER_WORD	35	1	13	PRESENCE	MINORITY	1	<undefined>	<undefined>
LOCAL_ALIGNMENT	48	17	1	VALUE	MINORITY	1	(TYPE,ALIGN) ix86_local_alignment ((TYPE), VOIDmode, (ALIGN))	(EXP,ALIGN) aarch64_stack_alignment (EXP, ALIGN)
ASM_OUTPUT_POOL_EPILOGUE	1	1	47	PRESENCE	majority	1	<undefined>	aarch64_asm_output_pool_epilogue
HAVE_cpymemhi	3	1	45	PRESENCE	majority	2	<undefined>	<undefined>
TARGET_PECOFF	48	1	48	agree	majority	1	0	0
RETURN_ADDR_IN_PREVIOUS_FRAME	48	3	46	VALUE	majority	1	0	0
TARGET_MEM_CONSTRAINT	48	3	46	VALUE	majority	1	'm'	'm'
STORE_MAX_PIECES	48	1	48	CONVERTED	majority	1	(mt_store_max_pieces ())	(mt_store_max_pieces ())
DWARF_FRAME_REGNUM	48	1	48	CONVERTED	majority	3	(REG) (mt_dwarf_frame_regnum ((unsigned int) (REG)))	(REG) (mt_dwarf_frame_regnum ((unsigned int) (REG)))
TARGET_MS_BITFIELD_LAYOUT	1	1	1	PRESENCE	MINORITY	1	((target_flags & MASK_MS_BITFIELD_LAYOUT) != 0)	<undefined>
ASM_OUTPUT_DWARF_OFFSET	3	2	2	PRESENCE	MINORITY	2	(FILE,SIZE,LABEL,OFFSET,BASE) darwin_asm_output_dwarf_offset (FILE, SIZE, LABEL, OFFSET, BASE)	<undefined>
FLOAT_LIB_COMPARE_RETURNS_BOOL	48	4	45	VALUE	majority	1	(MODE,COMPARISON) false	(MODE,COMPARISON) false
ASM_OUTPUT_ALIGNED_DECL_COMMON	12	11	2	PRESENCE	MINORITY	2	(FILE,DECL,NAME,SIZE,ALIGN) darwin_asm_output_aligned_decl_common ((FILE), (DECL), (NAME), (SIZE), (ALIGN))	<undefined>
FRAME_ADDR_RTX	48	4	45	VALUE	majority	1	(x) (x)	(x) (x)
HAVE_AS_TLS	7	1	41	PRESENCE	majority	1	<undefined>	<undefined>
VECTOR_STORE_FLAG_VALUE	4	3	1	PRESENCE	MINORITY	3	(MODE) (GET_MODE_CLASS (MODE) == MODE_VECTOR_INT ? constm1_rtx : NULL_RTX)	(MODE) CONST1_RTX (GET_MODE_INNER (MODE))
GCC_DRIVER_HOST_INITIALIZATION	3	2	2	PRESENCE	MINORITY	1	darwin_driver_init (&decoded_options_count, &decoded_options)	<undefined>
FINAL_PRESCAN_INSN	13	13	35	PRESENCE	majority	2	<undefined>	(INSN,OPVEC,NOPERANDS) aarch64_final_prescan_insn (INSN);
CLZ_DEFINED_VALUE_AT_ZERO	48	12	1	VALUE	MINORITY	1	(MODE,VALUE) ((VALUE) = GET_MODE_BITSIZE (MODE), TARGET_LZCNT ? 2 : 0)	(MODE,VALUE) ((VALUE) = GET_MODE_UNIT_BITSIZE (MODE), 2)
OBJECT_FORMAT_MACHO	2	1	2	PRESENCE	MINORITY	3	1	<undefined>
EMPTY_FIELD_BOUNDARY	32	7	16	PRESENCE	MINORITY	1	<undefined>	32
STACK_BOUNDARY	48	1	48	CONVERTED	majority	2	(mt_stack_boundary ())	(mt_stack_boundary ())
ASM_OUTPUT_DEBUG_LABEL	48	3	45	VALUE	majority	1	(FILE,PREFIX,NUM) (*targetm.asm_out.internal_label) (FILE, PREFIX, NUM)	(FILE,PREFIX,NUM) (*targetm.asm_out.internal_label) (FILE, PREFIX, NUM)
TYPE_ASM_OP	42	1	6	PRESENCE	MINORITY	1	<undefined>	"\t.type\t"
OPTIMIZE_MODE_SWITCHING	5	5	1	PRESENCE	MINORITY	3	(ENTITY) ix86_optimize_mode_switching[(ENTITY)]	(ENTITY) aarch64_optimize_mode_switching (aarch64_mode_entity (ENTITY))
TARGET_IEEEQUAD_DEFAULT	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
ASM_OUTPUT_CASE_LABEL	39	6	9	PRESENCE	MINORITY	1	<undefined>	(FILE,PREFIX,NUM,JUMPTABLE) do { ASM_OUTPUT_BEFORE_CASE_LABEL (FILE, PREFIX, NUM, JUMPTABLE); (*targetm.asm_out.internal_label) (FILE, PREFIX, NUM); } while (0)
HAVE_setmemqi	2	2	46	PRESENCE	majority	1	<undefined>	<undefined>
LONG_FRACT_TYPE_SIZE	48	2	45	VALUE	majority	1	(BITS_PER_UNIT * 4)	(BITS_PER_UNIT * 4)
IRA_HARD_REGNO_ADD_COST_MULTIPLIER	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
UINT_LEAST64_TYPE	48	3	3	VALUE	MINORITY	1	"long long unsigned int"	UINT64_TYPE
ASSEMBLER_DIALECT	7	7	1	PRESENCE	MINORITY	8	ASM_ATT	<undefined>
TARGET_ATTRIBUTE_WEAK	48	2	47	VALUE	majority	1	__attribute__ ((weak))	__attribute__ ((weak))
TARGET_VTABLE_DATA_ENTRY_DISTANCE	48	2	47	VALUE	majority	1	1	1
INTPTR_TYPE	48	5	3	VALUE	MINORITY	1	"long int"	PTRDIFF_TYPE
HAVE_fmadf4	16	14	1	PRESENCE	MINORITY	1	(TARGET_SSE_MATH && (TARGET_FMA || TARGET_FMA4 || TARGET_AVX512F))	(TARGET_FLOAT)
ASM_OUTPUT_SIZE_DIRECTIVE	42	2	6	PRESENCE	MINORITY	1	<undefined>	(STREAM,NAME,SIZE) do { HOST_WIDE_INT size_ = (SIZE); fputs (SIZE_ASM_OP, STREAM); assemble_name (STREAM, NAME); fprintf (STREAM, ", " HOST_WIDE_INT_PRINT_DEC "\n", size_); } while (0)
TARGET_HAS_IFUNC	48	2	47	VALUE	majority	1	0	0
IFCVT_MODIFY_FINAL	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
MAX_BITSIZE_MODE_ANY_MODE	48	1	48	agree	majority	1	32768	32768
HARDREG_PRE_REGNOS	1	1	47	PRESENCE	majority	2	<undefined>	{ FPM_REGNUM, 0 }
HAVE_SOLARIS_LD	48	1	48	agree	majority	3	0	0
PRINT_OPERAND_PUNCT_VALID_P	11	11	37	PRESENCE	majority	1	<undefined>	<undefined>
GCC_MULTI_TARGET_MACROS_H	48	1	48	agree	majority	1		
PIC_CASE_VECTOR_ADDRESS	1	1	47	PRESENCE	majority	2	<undefined>	<undefined>
STACK_CHECK_MOVING_SP	48	2	46	VALUE	majority	1	0	0
ARG_POINTER_CFA_OFFSET	48	6	40	VALUE	majority	1	(FNDECL) (FIRST_PARM_OFFSET (FNDECL) + crtl->args.pretend_args_size)	(FNDECL) (FIRST_PARM_OFFSET (FNDECL) + crtl->args.pretend_args_size)
INSN_SCHEDULING	1	1	1	PRESENCE	MINORITY	33		<undefined>
HAVE_setmemsi	12	6	7	PRESENCE	MINORITY	1	1	<undefined>
CASE_VECTOR_PC_RELATIVE	48	11	31	VALUE	majority	1	0	1
TARGET_HAS_BIONIC	48	2	44	VALUE	majority	1	0	0
TARGET_FPMATH_DEFAULT	1	1	1	PRESENCE	MINORITY	1	(TARGET_SSE ? FPMATH_SSE : FPMATH_387)	<undefined>
STACK_SAVEAREA_MODE	48	8	1	VALUE	MINORITY	1	(LEVEL) ((LEVEL) == SAVE_NONLOCAL ? (TARGET_64BIT ? TImode : DImode) : Pmode)	(LEVEL) ((LEVEL) == SAVE_NONLOCAL ? E_CDImode : Pmode)
PRINT_OPERAND	15	11	33	PRESENCE	majority	1	<undefined>	<undefined>
INITIAL_FRAME_ADDRESS_RTX	48	3	46	VALUE	majority	1	NULL	NULL
NO_DOT_IN_LABEL	3	1	45	PRESENCE	majority	17	<undefined>	<undefined>
HAVE_INITFINI_ARRAY_SUPPORT	48	2	7	VALUE	MINORITY	2	0	1
OUTPUT_QUOTED_STRING	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
EXIT_IGNORE_STACK	48	4	28	VALUE	majority	1	1	(cfun->calls_alloca)
DWARF2_LINENO_DEBUGGING_INFO	1	1	47	PRESENCE	majority	6	<undefined>	<undefined>
DWARF_FRAME_REGISTERS	48	1	48	CONVERTED	majority	1	(mt_dwarf_frame_registers ())	(mt_dwarf_frame_registers ())
FUNCTION_VALUE	5	5	43	PRESENCE	majority	1	<undefined>	<undefined>
DATA_SECTION_ASM_OP	47	11	27	PRESENCE	majority	1	"\t.data"	"\t.data"
REAL_PIC_OFFSET_TABLE_REGNUM	2	2	1	PRESENCE	MINORITY	2	(TARGET_64BIT ? R15_REG : BX_REG)	<undefined>
IMMEDIATE_PREFIX	8	2	40	PRESENCE	majority	1	<undefined>	<undefined>
COMPARE_MAX_PIECES	48	1	48	CONVERTED	majority	1	(mt_compare_max_pieces ())	(mt_compare_max_pieces ())
OVERLAPPING_REGISTER_NAMES	3	3	45	PRESENCE	majority	1	<undefined>	<undefined>
__GNU_LIBRARY__	48	1	48	agree	majority	1	6	6
UINT_LEAST32_TYPE	48	3	9	VALUE	MINORITY	2	"unsigned int"	(UINT32_TYPE ? UINT32_TYPE : UINT64_TYPE ? UINT64_TYPE : 0)
DECIMAL128_TYPE_SIZE	48	1	48	agree	majority	1	128	128
yy_flex_debug	48	1	48	agree	majority	1	global_options.x_yy_flex_debug	global_options.x_yy_flex_debug
ASM_OUTPUT_DEF	46	10	2	PRESENCE	MINORITY	4	<undefined>	(FILE,LABEL1,LABEL2) do { fprintf ((FILE), "%s", SET_ASM_OP); assemble_name (FILE, LABEL1); fprintf (FILE, ","); assemble_name (FILE, LABEL2); fprintf (FILE, "\n"); } while (0)
TARGET_USE_WEAKREF	48	1	48	agree	majority	2	1	1
ASM_OUTPUT_LABEL_REF	4	4	44	PRESENCE	majority	1	<undefined>	<undefined>
ASM_OUTPUT_ALIGN_WITH_NOP	5	5	43	PRESENCE	majority	1	<undefined>	<undefined>
EPILOGUE_USES	48	26	1	VALUE	MINORITY	1	(REGNO) ix86_epilogue_uses (REGNO)	(REGNO) (aarch64_epilogue_uses (REGNO))
UINT32_TYPE	48	3	10	VALUE	MINORITY	1	"unsigned int"	(STDINT_LONG32 ? "long unsigned int" : INT_TYPE_SIZE == 32 ? "unsigned int" : SHORT_TYPE_SIZE == 32 ? "short unsigned int" : CHAR_TYPE_SIZE == 32 ? "unsigned char" : 0)
INT8_TYPE	48	2	11	VALUE	MINORITY	1	"signed char"	(CHAR_TYPE_SIZE == 8 ? "signed char" : 0)
TARGET_FORMAT_TYPES	2	1	2	PRESENCE	MINORITY	2	darwin_additional_format_types	<undefined>
ELF_ASCII_ESCAPES	41	1	7	PRESENCE	MINORITY	1	<undefined>	"\1\1\1\1\1\1\1\1btn\1fr\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\0\0\"\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\\\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\0\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1\1"
ASM_OUTPUT_DWARF_PCREL	4	4	44	PRESENCE	majority	2	<undefined>	<undefined>
ACCUM_TYPE_SIZE	48	2	45	VALUE	majority	1	(FRACT_TYPE_SIZE * 2)	(FRACT_TYPE_SIZE * 2)
ADJUST_FIELD_ALIGN	5	5	1	PRESENCE	MINORITY	9	(FIELD,TYPE,COMPUTED) x86_field_alignment ((TYPE), (COMPUTED))	<undefined>
FUNCTION_VALUE_REGNO_P	16	15	32	PRESENCE	majority	1	<undefined>	<undefined>
HAVE_blockage	29	1	29	PRESENCE	majority	1	1	1
WCHAR_TYPE_SIZE	48	4	16	VALUE	MINORITY	1	32	32
STATIC_CHAIN_INCOMING_REGNUM	1	1	47	PRESENCE	majority	1	<undefined>	<undefined>
DWARF_VERSION_DEFAULT	48	1	48	agree	majority	1	5	5
TARGET_LIBC_PROVIDES_SSP	48	2	7	VALUE	MINORITY	1	1	0
SETUP_FRAME_ADDRESSES	48	5	1	VALUE	MINORITY	1	() ix86_setup_frame_addresses ()	() do { } while (0)
HAS_LONG_UNCOND_BRANCH	48	3	2	VALUE	MINORITY	1	1	0
